period,mean_regret
5199,5.420680561698934
5200,5.421039716676502
5201,5.421398871654069
5202,5.421758026631638
5203,5.422117181609205
5204,5.422476336586773
5205,5.422835491564341
5206,5.423194646541909
5207,5.423553801519477
5208,5.423912956497045
5209,5.424272111474613
5210,5.424631266452181
5211,5.424990421429748
5212,5.425349576407315
5213,5.425708731384884
5214,5.426067886362452
5215,5.426427041340021
5216,5.426786196317588
5217,5.427145351295156
5218,5.427504506272724
5219,5.427863661250291
5220,5.428222816227859
5221,5.428581971205427
5222,5.428941126182996
5223,5.429300281160563
5224,5.42965943613813
5225,5.430018591115699
5226,5.430377746093266
5227,5.430736901070834
5228,5.431096056048402
5229,5.43145521102597
5230,5.431814366003538
5231,5.432173520981107
5232,5.432532675958674
5233,5.432891830936241
5234,5.43325098591381
5235,5.4336101408913775
5236,5.433969295868946
5237,5.434328450846514
5238,5.434687605824082
5239,5.435046760801649
5240,5.435405915779217
5241,5.435765070756785
5242,5.436124225734353
5243,5.436483380711921
5244,5.436842535689489
5245,5.437201690667057
5246,5.437560845644624
5247,5.437920000622193
5248,5.43827915559976
5249,5.438638310577328
5250,5.4389974655548965
5251,5.439356620532464
5252,5.439715775510032
5253,5.440074930487599
5254,5.440434085465168
5255,5.440793240442735
5256,5.4411523954203025
5257,5.4415115503978715
5258,5.441870705375439
5259,5.442229860353007
5260,5.442589015330575
5261,5.442948170308142
5262,5.443307325285711
5263,5.443666480263279
5264,5.4440256352408465
5265,5.4443847902184155
5266,5.444743945195983
5267,5.44510310017355
5268,5.445462255151118
5269,5.445821410128686
5270,5.446180565106254
5271,5.4465397200838215
5272,5.44689887506139
5273,5.447258030038958
5274,5.447617185016526
5275,5.447976339994093
5276,5.448335494971661
5277,5.448694649949229
5278,5.449053804926797
5279,5.4494129599043655
5280,5.449772114881933
5281,5.450131269859501
5282,5.450490424837069
5283,5.450849579814636
5284,5.451208734792204
5285,5.4515678897697715
5286,5.4519270447473405
5287,5.452286199724908
5288,5.452645354702477
5289,5.453004509680044
5290,5.453363664657611
5291,5.45372281963518
5292,5.4540819746127465
5293,5.454441129590315
5294,5.454800284567884
5295,5.455159439545452
5296,5.455518594523019
5297,5.455877749500588
5298,5.456236904478155
5299,5.456596059455722
5300,5.4569552144332905
5301,5.457314369410859
5302,5.457673524388427
5303,5.458032679365994
5304,5.458391834343562
5305,5.45875098932113
5306,5.459110144298698
5307,5.459469299276266
5308,5.459828454253834
5309,5.460187609231402
5310,5.46054676420897
5311,5.460905919186538
5312,5.461265074164105
5313,5.461624229141673
5314,5.461983384119241
5315,5.462342539096809
5316,5.462701694074377
5317,5.463060849051944
5318,5.463420004029513
5319,5.46377915900708
5320,5.464138313984649
5321,5.464497468962215
5322,5.4648566239397836
5323,5.465215778917352
5324,5.465574933894919
5325,5.465934088872486
5326,5.466293243850055
5327,5.466652398827623
5328,5.467011553805191
5329,5.467370708782759
5330,5.4677298637603275
5331,5.468089018737894
5332,5.468448173715462
5333,5.46880732869303
5334,5.469166483670598
5335,5.469525638648166
5336,5.469884793625734
5337,5.4702439486033025
5338,5.470603103580869
5339,5.470962258558439
5340,5.471321413536006
5341,5.471680568513573
5342,5.472039723491142
5343,5.47239887846871
5344,5.4727580334462775
5345,5.473117188423845
5346,5.473476343401414
5347,5.473835498378981
5348,5.474194653356549
5349,5.474553808334116
5350,5.474912963311685
5351,5.4752721182892525
5352,5.4756312732668215
5353,5.475990428244388
5354,5.476349583221956
5355,5.476708738199524
5356,5.477067893177091
5357,5.4774270481546585
5358,5.4777862031322275
5359,5.478145358109796
5360,5.478504513087364
5361,5.478863668064932
5362,5.4792228230425
