zeta,eta_minus,mean_final_regret,best_final_regret,worst_final_regret
0.02,0.15,12.182848959455898,9.43591810207874,15.439224630153607
0.02,0.3,12.647449244046271,9.758051229229252,16.725910788826376
0.02,0.45,13.707244220216243,10.63295027686903,17.221031772838778
0.1,0.15,12.344904204510822,9.514812870020705,15.642718094550375
0.1,0.3,12.959465388750703,9.904744399577874,17.04029339274655
0.1,0.45,13.993459334319612,10.964369295573373,17.724505144104427
0.4,0.15,13.40525836442569,10.37403411719492,16.78651805971291
0.4,0.3,15.13517153110067,11.396834087933772,20.80163726082014
0.4,0.45,17.059592226916838,13.316241963048787,24.346959159665552
