period,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10
1,0.01694449805846987,0.01694449805846987,0.01694449805846987,0.01694449805846987,0.01694449805846987,0.01694449805846987,0.01694449805846987,0.01694449805846987,0.01694449805846987,0.01694449805846987
2,0.03388899611693974,0.03388899611693974,0.03388899611693974,0.03388899611693974,0.03388899611693974,0.03388899611693974,0.03388899611693974,0.03388899611693974,0.03388899611693974,0.03388899611693974
3,0.034015565870335274,0.034015565870335274,0.034015565870335274,0.034015565870335274,0.034015565870335274,0.034015565870335274,0.034015565870335274,0.034015565870335274,0.034015565870335274,0.034015565870335274
4,0.03414213562373081,0.03414213562373081,0.03414213562373081,0.03414213562373081,0.03414213562373081,0.03414213562373081,0.03414213562373081,0.03414213562373081,0.03414213562373081,0.03414213562373081
5,0.11010965260762817,0.04122717876605142,0.11002233192227251,0.21414213562373086,0.21414213562373086,0.08889233054715295,0.06082433189184344,0.12070948277186688,0.21414213562373086,0.06650475279974588
6,0.18607716959152554,0.04831222190837203,0.1859025282208142,0.3941421356237309,0.3941421356237309,0.1436425254705751,0.08750652815995608,0.20727682992000296,0.3941421356237309,0.09886736997576095
7,0.2620446865754229,0.055397265050692646,0.2617827245193559,0.574142135623731,0.574142135623731,0.19839272039399725,0.11418872442806871,0.29384417706813903,0.574142135623731,0.13122998715177603
8,0.33801220355932027,0.06248230819301326,0.3376629208178976,0.754142135623731,0.754142135623731,0.2531429153174194,0.14087092069618135,0.3804115242162751,0.754142135623731,0.1635926043277911
9,0.3688553096225021,0.06273281167151101,0.36845039661779566,0.8942157287525382,0.8942157287525382,0.2710955911085533,0.14488374521146552,0.41813421242304727,0.8942157287525382,0.16997599573336197
10,0.399698415685684,0.06298331515000877,0.3992378724176937,1.0342893218813454,1.0342893218813454,0.2890482668996872,0.1488965697267497,0.45585690062981943,1.0342893218813454,0.17635938713893284
11,0.43054152174886584,0.06323381862850652,0.43002534821759175,1.1743629150101524,1.1743629150101524,0.3070009426908211,0.15290939424203387,0.4935795888365916,1.1743629150101524,0.18274277854450371
12,0.4613846278120477,0.06348432210700428,0.4608128240174898,1.3144365081389595,1.3144365081389595,0.32495361848195503,0.15692221875731804,0.5313022770433637,1.3144365081389595,0.18912616995007459
13,0.4812614923940082,0.0811594345477964,0.4841901897806882,1.3724201327918713,1.3724201327918713,0.3249607025108341,0.2149058434102299,0.5343450570938029,1.328579062190621,0.20979463613705518
14,0.5011383569759686,0.09883454698858851,0.5075675555438866,1.430403757444783,1.430403757444783,0.32496778653971314,0.27288946806314174,0.537387837144242,1.3427216162422826,0.23046310232403577
15,0.5210152215579291,0.11650965942938063,0.5309449213070849,1.4883873820976947,1.4883873820976947,0.3249748705685922,0.3308730927160536,0.5404306171946811,1.3568641702939441,0.25113156851101637
16,0.5408920861398896,0.13418477187017275,0.5543222870702833,1.5463710067506065,1.5463710067506065,0.32498195459747126,0.38885671736896543,0.5434733972451202,1.3710067243456057,0.27180003469799696
17,0.5607689507218501,0.15185988431096487,0.5776996528334817,1.6043546314035182,1.6043546314035182,0.3249890386263503,0.4468403420218773,0.5465161772955593,1.3851492783972672,0.29246850088497756
18,0.5806458153038105,0.16953499675175698,0.6010770185966801,1.66233825605643,1.66233825605643,0.32499612265522937,0.5048239666747891,0.5495589573459985,1.3992918324489287,0.31313696707195815
19,0.600522679885771,0.1872101091925491,0.6244543843598784,1.7203218807093417,1.7203218807093417,0.3250032066841084,0.562807591327701,0.5526017373964376,1.4134343865005903,0.33380543325893874
20,0.6203995444677315,0.20488522163334122,0.6478317501230768,1.7783055053622534,1.7783055053622534,0.3250102907129875,0.6207912159806128,0.5556445174468767,1.4275769405522518,0.35447389944591934
21,0.6236366643620829,0.20727233941449186,0.6525661456197401,1.8583055053622535,1.8583055053622535,0.3325360658265203,0.7007912159806128,0.5564813606043757,1.4287902665447403,0.40639178127710396
22,0.6268737842564343,0.2096594571956425,0.6573005411164035,1.9383055053622535,1.9383055053622535,0.3400618409400531,0.7807912159806127,0.5573182037618747,1.4300035925372288,0.4583096631082886
23,0.6301109041507856,0.21204657497679313,0.6620349366130668,2.0183055053622536,2.0183055053622536,0.3475876160535859,0.8607912159806127,0.5581550469193737,1.4312169185297172,0.5102275449394732
24,0.633348024045137,0.21443369275794377,0.6667693321097301,2.0983055053622537,2.0983055053622537,0.3551133911671187,0.9407912159806127,0.5589918900768727,1.4324302445222057,0.5621454267706578
25,0.6365851439394884,0.2168208105390944,0.6715037276063934,2.1783055053622538,2.1783055053622538,0.3626391662806515,1.0207912159806125,0.5598287332343717,1.4336435705146942,0.6140633086018424
26,0.6398222638338398,0.21920792832024505,0.6762381231030568,2.258305505362254,2.258305505362254,0.3701649413941843,1.1007912159806126,0.5606655763918706,1.4348568965071826,0.6659811904330271
27,0.6430593837281912,0.2215950461013957,0.6809725185997201,2.338305505362254,2.338305505362254,0.37769071650771713,1.1807912159806127,0.5615024195493696,1.436070222499671,0.7178990722642117
28,0.6462965036225425,0.22398216388254633,0.6857069140963834,2.418305505362254,2.418305505362254,0.38521649162124993,1.2607912159806127,0.5623392627068686,1.4372835484921596,0.7698169540953963
29,0.6936809348134053,0.2470693751781372,0.6966570267310526,2.418341728170337,2.419519640951412,0.38521682534244583,1.2623346562829032,0.5625799108928207,1.4381629213797011,0.7739816612676556
30,0.7410653660042681,0.2701565864737281,0.7076071393657217,2.41837795097842,2.4207337765405703,0.38521715906364173,1.2638780965851937,0.5628205590787727,1.4390422942672427,0.7781463684399148
31,0.7884497971951309,0.29324379776931897,0.7185572520003909,2.418414173786503,2.4219479121297285,0.38521749278483763,1.2654215368874842,0.5630612072647248,1.4399216671547843,0.7823110756121741
32,0.8358342283859936,0.31633100906490985,0.72950736463506,2.4184503965945856,2.4231620477188867,0.38521782650603353,1.2669649771897746,0.5633018554506768,1.440801040042326,0.7864757827844333
33,0.8832186595768564,0.33941822036050073,0.7404574772697292,2.4184866194026684,2.424376183308045,0.38521816022722943,1.268508417492065,0.5635425036366288,1.4416804129298675,0.7906404899566926
34,0.9306030907677192,0.3625054316560916,0.7514075899043984,2.418522842210751,2.425590318897203,0.38521849394842533,1.2700518577943556,0.5637831518225809,1.442559785817409,0.7948051971289518
35,0.977987521958582,0.3855926429516825,0.7623577025390675,2.418559065018834,2.426804454486361,0.38521882766962123,1.271595298096646,0.5640238000085329,1.4434391587049507,0.7989699043012111
36,1.0253719531494447,0.4086798542472734,0.7733078151737367,2.418595287826917,2.4280185900755193,0.38521916139081713,1.2731387383989365,0.564264448194485,1.4443185315924922,0.8031346114734703
37,1.0727563843403076,0.43176706554286426,0.7842579278084059,2.4186315106349996,2.4292327256646775,0.38521949511201303,1.274682178701227,0.564505096380437,1.4451979044800338,0.8072993186457296
38,1.1201408155311703,0.45485427683845514,0.795208040443075,2.4186677334430824,2.4304468612538357,0.38521982883320893,1.2762256190035175,0.564745744566389,1.4460772773675754,0.8114640258179888
39,1.167525246722033,0.477941488134046,0.8061581530777442,2.418703956251165,2.431660996842994,0.38522016255440483,1.277769059305808,0.5649863927523411,1.446956650255117,0.8156287329902481
40,1.2149096779128956,0.5010286994296369,0.8171082657124134,2.418740179059248,2.432875132432152,0.38522049627560073,1.2793124996080985,0.5652270409382931,1.4478360231426586,0.8197934401625073
41,1.2622941091037583,0.5241159107252278,0.8280583783470825,2.418776401867331,2.43408926802131,0.38522082999679663,1.280855939910389,0.5654676891242452,1.4487153960302002,0.8239581473347666
42,1.309678540294621,0.5472031220208187,0.8390084909817517,2.4188126246754136,2.4353034036104684,0.38522116371799253,1.2823993802126794,0.5657083373101972,1.4495947689177417,0.8281228545070258
43,1.3570629714854836,0.5702903333164095,0.8499586036164208,2.4188488474834964,2.4365175391996265,0.38522149743918843,1.2839428205149699,0.5659489854961492,1.4504741418052833,0.8322875616792851
44,1.4044474026763463,0.5933775446120004,0.86090871625109,2.418885070291579,2.4377316747887847,0.38522183116038433,1.2854862608172604,0.5661896336821013,1.451353514692825,0.8364522688515443
45,1.4260472821599444,0.5999765213148701,0.8620601041875501,2.4247724430051782,2.44887355953787,0.39014046773402633,1.2864737308131318,0.5692364350823729,1.4530391472747646,0.8364904135030521
46,1.4476471616435425,0.6065754980177398,0.8632114921240102,2.4306598157187773,2.4600154442869555,0.39505910430766833,1.2874612008090032,0.5722832364826445,1.4547247798567042,0.8365285581545598
47,1.4692470411271406,0.6131744747206095,0.8643628800604702,2.4365471884323764,2.471157329036041,0.39997774088131033,1.2884486708048746,0.575330037882916,1.4564104124386439,0.8365667028060676
48,1.4908469206107386,0.6197734514234792,0.8655142679969303,2.4424345611459755,2.4822992137851263,0.4048963774549523,1.289436140800746,0.5783768392831876,1.4580960450205835,0.8366048474575754
